Route_ID,User_ID,Sequence,Total_Duration,Total_Cost,Weather,Traffic_Level,Crowd_Density,Event_Impact,Optimal_Route_Preference,Satisfaction_Score,Age,Gender,Nationality,Travel_Companions,Budget_Category,Preferred_Theme,Preferred_Transport,Number_of_Stops,Traffic_Level_Score,Crowd_Density_Score,Budget_Level_Score,Total_Duration_Normalized,Total_Cost_Normalized,Age_Normalized,Number_of_Stops_Normalized
698,80,35->3->44->27->23->46,594,1337,Snowy,Medium,Medium,Holiday,3->23->27->35->44->46,4,67,Male,UK,Family,Medium,Food,Walk,6,1,1,1,0.9875,0.08797808450110631,0.9423076923076924,0.75
699,22,7->17->44->11,552,9611,Cloudy,Low,High,Holiday,7->11->17->44,4,65,Male,India,Friends,High,Adventure,Taxi,4,0,2,2,0.8999999999999999,0.9597513433779369,0.9038461538461539,0.25
700,87,46->25->20->3->27->22,503,8367,Cloudy,Low,Medium,Festival,3->20->22->25->27->46,1,31,Female,Japan,Friends,Low,Food,Bus,6,0,1,0,0.7979166666666666,0.8286798019176062,0.25,0.75
701,126,11->14->8,275,6103,Snowy,Medium,Medium,None,8->11->14,2,32,Male,Germany,Friends,Medium,Nature,Taxi,3,1,1,1,0.32291666666666663,0.5901380254978401,0.2692307692307693,0.0
702,21,9->12->4->21,503,2627,Cloudy,High,High,Festival,4->9->12->21,4,32,Male,Japan,Friends,Low,Nature,Bus,4,2,2,0,0.7979166666666666,0.2238963228321568,0.2692307692307693,0.25
703,84,20->2->24->5,309,6304,Snowy,Medium,High,Festival,2->5->20->24,2,61,Male,UK,Friends,High,Food,Walk,4,1,2,2,0.39375000000000004,0.6113159835633758,0.826923076923077,0.25
704,136,38->32->14->50->42,534,5305,Cloudy,Medium,High,Holiday,14->32->38->42->50,3,62,Male,Germany,Family,High,Relaxation,Bike,5,1,2,2,0.8625,0.5060583710883996,0.8461538461538461,0.5
705,9,14->15->13->3->21->28,350,2111,Snowy,Low,Low,None,3->13->14->15->21->28,3,53,Female,Japan,Family,High,Shopping,Car,6,0,0,2,0.47916666666666663,0.16952902749973658,0.6730769230769232,0.75
706,157,37->5->40->47->16->27,495,2838,Rainy,Medium,High,None,5->16->27->37->40->47,2,52,Other,Japan,Group,Low,Food,Bus,6,1,2,0,0.78125,0.24612791065219683,0.6538461538461539,0.75
707,192,45->37->19->42->32,273,4500,Cloudy,High,High,None,19->32->37->42->45,1,47,Female,India,Family,Medium,Shopping,Car,5,2,2,1,0.31875,0.421241175850806,0.5576923076923077,0.5
708,167,41->28->5->42->16->19->8,483,7332,Rainy,Medium,Medium,Festival,5->8->16->19->28->41->42,5,18,Other,China,Friends,Low,Nature,Car,7,1,1,0,0.7562500000000001,0.7196291223264145,0.0,1.0
709,107,34->22->20->41->39,152,3096,Rainy,High,High,Festival,20->22->34->39->41,1,39,Female,UK,Family,High,Food,Car,5,2,2,2,0.06666666666666665,0.2733115583184069,0.40384615384615385,0.5
710,151,22->26->23,146,7088,Rainy,High,Low,None,22->23->26,3,36,Male,France,Friends,High,Relaxation,Train,3,2,0,2,0.05416666666666664,0.6939205563165104,0.34615384615384615,0.0
711,162,14->49->13->4->26->38->32,593,7253,Sunny,Medium,Low,Festival,4->13->14->26->32->38->49,2,38,Male,USA,Solo,Medium,Nature,Train,7,1,0,1,0.9854166666666666,0.7113054472658308,0.3846153846153847,1.0
712,165,16->43->1->48,588,9090,Cloudy,Medium,Medium,None,1->16->43->48,5,68,Male,UK,Friends,Medium,Nature,Walk,4,1,1,1,0.9750000000000001,0.9048572331682647,0.9615384615384616,0.25
713,154,19->32->36->44->5->24,519,853,Cloudy,High,Low,Festival,5->19->24->32->36->44,5,42,Other,France,Solo,Medium,Adventure,Bus,6,2,0,1,0.83125,0.03698240438309977,0.46153846153846156,0.75
714,106,42->8->29->18,508,6246,Snowy,Medium,Medium,Holiday,8->18->29->42,4,52,Female,India,Group,Low,Adventure,Car,4,1,1,0,0.8083333333333333,0.605204930987251,0.6538461538461539,0.25
715,160,48->14->6,284,872,Rainy,High,High,Holiday,6->14->48,2,43,Female,Germany,Friends,Low,Food,Taxi,3,2,2,0,0.3416666666666667,0.03898430091665789,0.48076923076923084,0.0
716,73,36->25->32,456,4952,Rainy,Medium,Medium,Festival,25->32->36,3,41,Female,UK,Friends,High,Nature,Taxi,3,1,1,2,0.7,0.46886524075439895,0.4423076923076924,0.0
717,117,21->45->13->3->8->10->28,167,3916,Snowy,Medium,Low,Holiday,3->8->10->13->21->28->45,2,26,Female,USA,Friends,Low,Food,Walk,7,1,0,0,0.09791666666666665,0.3597091981877568,0.15384615384615385,1.0
718,52,28->48->43->38->10->8->20,394,5173,Snowy,High,Low,None,8->10->20->28->38->43->48,4,26,Male,USA,Solo,High,Shopping,Car,7,2,0,2,0.5708333333333333,0.4921504583289432,0.15384615384615385,1.0
719,148,2->42->15->14,508,8033,Snowy,Low,Medium,Holiday,2->14->15->42,5,51,Male,India,Solo,Low,Cultural,Walk,4,0,1,0,0.8083333333333333,0.7934885681171636,0.6346153846153847,0.25
720,166,41->45->16,424,9416,Cloudy,High,Medium,Festival,16->41->45,2,44,Male,Germany,Solo,Medium,Relaxation,Train,3,2,1,1,0.6333333333333333,0.9392055631651037,0.5000000000000001,0.0
721,47,11->40->15->2->46->42,461,3917,Sunny,High,Low,None,2->11->15->40->42->46,2,57,Female,Japan,Group,Medium,Food,Train,6,2,0,1,0.7104166666666667,0.3598145611632072,0.7500000000000001,0.75
722,135,9->28->5->22,296,3301,Snowy,Medium,Low,None,5->9->22->28,5,68,Male,USA,Group,Medium,Shopping,Walk,4,1,0,1,0.3666666666666667,0.29491096828574437,0.9615384615384616,0.25
723,4,5->6->11->14->18->19,535,4937,Rainy,High,Low,Festival,5->6->11->14->18->19,1,31,Female,Germany,Family,Medium,Shopping,Car,6,2,0,1,0.8645833333333333,0.4672847961226425,0.25,0.75
724,109,20->3->11->9->32,580,7720,Snowy,Low,High,None,3->9->11->20->32,5,40,Male,USA,Family,Low,Food,Car,5,0,2,0,0.9583333333333333,0.76050995680118,0.42307692307692313,0.5
725,74,10->14->23->21,300,863,Snowy,Medium,Medium,Holiday,10->14->21->23,4,26,Female,France,Solo,Low,Food,Taxi,4,1,1,0,0.375,0.038036034137604036,0.15384615384615385,0.25
726,171,48->29->39->25,209,3482,Sunny,Medium,Medium,Festival,25->29->39->48,4,30,Other,Germany,Solo,Medium,Nature,Walk,4,1,1,1,0.18541666666666667,0.3139816668422716,0.23076923076923084,0.25
727,119,40->13->42->26->18->23->17,335,8259,Sunny,High,High,Festival,13->17->18->23->26->40->42,4,30,Other,India,Solo,Medium,Cultural,Bike,7,2,2,1,0.44791666666666663,0.81730060056896,0.23076923076923084,1.0
728,149,26->18->46->30->9->11->4,484,5978,Rainy,Low,Low,Festival,4->9->11->18->26->30->46,3,36,Female,China,Family,High,Food,Bus,7,0,0,2,0.7583333333333333,0.5769676535665367,0.34615384615384615,1.0
729,150,3->40->44,572,2274,Snowy,Medium,High,Holiday,3->40->44,1,51,Female,USA,Solo,Low,Cultural,Bus,3,1,2,0,0.9416666666666667,0.18670319249815615,0.6346153846153847,0.0
730,40,1->39->26->23,551,5761,Snowy,Low,High,Holiday,1->23->26->39,1,28,Male,USA,Solo,Medium,Shopping,Bike,4,0,2,1,0.8979166666666667,0.5541038878937942,0.1923076923076924,0.25
731,73,44->7->1,546,7369,Cloudy,High,High,Festival,1->7->44,1,41,Female,UK,Friends,High,Nature,Taxi,3,2,2,2,0.8875,0.7235275524180803,0.4423076923076924,0.0
732,22,12->5->24->25->41->32->27,437,6163,Cloudy,Low,Medium,None,5->12->24->25->27->32->41,4,65,Male,India,Friends,High,Adventure,Taxi,7,0,1,2,0.6604166666666667,0.5964598040248656,0.9038461538461539,1.0
733,169,18->36->34,573,7059,Sunny,High,Medium,Holiday,18->34->36,5,45,Other,France,Friends,High,Adventure,Taxi,3,2,1,2,0.9437500000000001,0.690865030028448,0.5192307692307693,0.0
734,15,25->44->47,577,6537,Rainy,High,Medium,None,25->44->47,4,52,Male,Germany,Friends,Medium,Relaxation,Train,3,2,1,1,0.9520833333333334,0.6358655568433252,0.6538461538461539,0.0
735,158,44->36->4->41,460,2895,Sunny,Low,High,None,4->36->41->44,1,40,Other,India,Group,Medium,Adventure,Train,4,0,2,1,0.7083333333333334,0.2521336002528711,0.42307692307692313,0.25
736,126,1->42->43,541,1486,Sunny,Medium,Medium,Holiday,1->42->43,5,32,Male,Germany,Friends,Medium,Nature,Taxi,3,1,1,1,0.8770833333333332,0.1036771678432199,0.2692307692307693,0.0
737,85,36->3->22->50->45->10->48,295,8168,Cloudy,High,Medium,Festival,3->10->22->36->45->48->50,2,47,Male,India,Friends,Medium,Food,Car,7,2,1,1,0.36458333333333337,0.8077125698029712,0.5576923076923077,1.0
738,170,4->19->16->46,462,4872,Cloudy,Medium,Medium,Festival,4->16->19->46,1,31,Other,UK,Solo,Low,Adventure,Taxi,4,1,1,0,0.7125,0.46043620271836483,0.25,0.25
739,157,40->41->21->31->47,229,1681,Sunny,Medium,High,Holiday,21->31->40->41->47,1,52,Other,Japan,Group,Low,Food,Bus,5,1,2,0,0.2270833333333333,0.1242229480560531,0.6538461538461539,0.5
740,30,5->38->25->18->45->22,511,8518,Snowy,High,Medium,None,5->18->22->25->38->45,1,25,Male,India,Solo,Low,Shopping,Train,6,2,1,0,0.8145833333333332,0.8445896112106206,0.13461538461538464,0.75
741,170,34->42->11->50->43,500,2001,Sunny,High,Low,Festival,11->34->42->43->50,1,31,Other,UK,Solo,Low,Adventure,Taxi,5,2,0,0,0.7916666666666667,0.15793910020018964,0.25,0.5
742,123,21->23->1->41->15->20->34,212,9637,Cloudy,Low,Low,Festival,1->15->20->21->23->34->41,3,25,Other,Germany,Solo,Low,Nature,Bike,7,0,0,0,0.19166666666666665,0.962490780739648,0.13461538461538464,1.0
743,31,8->45->26,239,929,Sunny,High,High,None,8->26->45,1,61,Male,UK,Group,Low,Nature,Train,3,2,2,0,0.24791666666666667,0.04498999051733221,0.826923076923077,0.0
744,32,22->40->4->32->26->19->11,309,6111,Snowy,High,Medium,None,4->11->19->22->26->32->40,5,59,Male,Germany,Solo,Medium,Relaxation,Bus,7,2,1,1,0.39375000000000004,0.5909809293014435,0.7884615384615384,1.0
745,97,15->3->14->24->44->13,267,7721,Rainy,Low,Medium,Holiday,3->13->14->15->24->44,2,39,Male,Germany,Family,Medium,Nature,Train,6,0,1,1,0.30625,0.7606153197766304,0.40384615384615385,0.75
746,114,11->27->33->40->14->48->31,366,8699,Snowy,High,Medium,Holiday,11->14->27->31->33->40->48,5,19,Female,China,Family,High,Cultural,Taxi,7,2,1,2,0.5125,0.8636603097671478,0.019230769230769273,1.0
747,44,5->46->18->9,567,5243,Snowy,Low,High,Holiday,5->9->18->46,4,43,Female,USA,Friends,High,Relaxation,Taxi,4,0,2,2,0.9312499999999999,0.49952586661047305,0.48076923076923084,0.25
748,75,39->29->13->36->8,302,1253,Rainy,Medium,Low,Holiday,8->13->29->36->39,1,24,Male,USA,Group,High,Shopping,Taxi,5,1,0,2,0.37916666666666665,0.07912759456327045,0.11538461538461542,0.5
749,112,9->47->33->12->18->41,384,8156,Snowy,Medium,High,None,9->12->18->33->41->47,2,46,Female,USA,Friends,Low,Food,Train,6,1,2,0,0.55,0.8064482140975661,0.5384615384615385,0.75
750,144,21->42->7->49,481,4108,Snowy,Low,High,None,7->21->42->49,3,43,Male,Japan,Solo,High,Shopping,Walk,4,0,2,2,0.7520833333333332,0.3799388894742387,0.48076923076923084,0.25
751,36,3->22->36->26->46,473,5707,Sunny,High,Medium,Holiday,3->22->26->36->46,2,56,Male,Japan,Group,High,Adventure,Train,5,2,1,2,0.7354166666666666,0.548414287219471,0.730769230769231,0.5
752,58,27->42->35->10->43->11,589,4208,Cloudy,Low,Medium,None,10->11->27->35->42->43,4,60,Male,France,Solo,High,Relaxation,Bus,6,0,1,2,0.9770833333333333,0.3904751870192814,0.8076923076923078,0.75
753,93,3->15->18->26->46,297,8472,Snowy,Low,High,Holiday,3->15->18->26->46,1,43,Female,Japan,Solo,High,Food,Bike,5,0,2,2,0.36875,0.839742914339901,0.48076923076923084,0.5
754,68,40->16->6,232,5043,Snowy,High,Medium,None,6->16->40,1,70,Other,France,Friends,Medium,Nature,Car,3,2,1,1,0.23333333333333334,0.47845327152038775,1.0,0.0
755,13,29->35->31->32->3->37,559,5237,Sunny,Low,Low,Festival,3->29->31->32->35->37,2,44,Female,France,Friends,High,Food,Bike,6,0,0,2,0.9145833333333333,0.4988936887577705,0.5000000000000001,0.75
756,61,30->10->1,235,3625,Sunny,Low,High,Festival,1->10->30,3,20,Male,France,Solo,Medium,Food,Taxi,3,0,2,1,0.23958333333333331,0.3290485723316826,0.03846153846153849,0.0
757,183,40->15->44,539,8148,Cloudy,Medium,Low,None,15->40->44,1,59,Female,Germany,Solo,Low,Nature,Train,3,1,0,0,0.8729166666666666,0.8056053102939627,0.7884615384615384,0.0
758,45,48->23->1,564,3730,Cloudy,Medium,Medium,None,1->23->48,4,36,Female,India,Group,High,Nature,Train,3,1,1,2,0.925,0.34011168475397746,0.34615384615384615,0.0
759,198,22->35->1->50->19->36->17,329,8373,Snowy,Low,High,Festival,1->17->19->22->35->36->50,5,39,Female,Japan,Friends,High,Relaxation,Taxi,7,0,2,2,0.4354166666666667,0.8293119797703087,0.40384615384615385,1.0
760,46,32->44->41,290,1471,Snowy,Low,Medium,None,32->41->44,3,44,Female,USA,Family,High,Cultural,Taxi,3,0,1,2,0.35416666666666663,0.10209672321146349,0.5000000000000001,0.0
761,188,11->38->6->24,308,769,Cloudy,Low,Medium,Festival,6->11->24->38,3,20,Other,India,Group,Medium,Nature,Train,4,0,1,1,0.3916666666666666,0.02813191444526393,0.03846153846153849,0.25
762,40,33->41->39->38->48->12->7,430,9855,Rainy,Low,Medium,Holiday,7->12->33->38->39->41->48,4,28,Male,USA,Solo,Medium,Shopping,Bike,7,0,1,1,0.6458333333333334,0.985459909387841,0.1923076923076924,1.0
763,123,4->28->2->33->16->18,530,2039,Rainy,Medium,High,Holiday,2->4->16->18->28->33,4,25,Other,Germany,Solo,Low,Nature,Bike,6,1,2,0,0.8541666666666667,0.16194289326730585,0.13461538461538464,0.75
764,163,41->3->30->46->21->4,495,4905,Rainy,High,High,Festival,3->4->21->30->41->46,2,59,Female,India,Friends,Low,Food,Car,6,2,2,0,0.78125,0.46391318090822886,0.7884615384615384,0.75
765,190,12->34->4,432,4637,Rainy,Low,Low,Festival,4->12->34,1,35,Other,Germany,Group,High,Nature,Bus,3,0,0,2,0.65,0.4356759034875145,0.326923076923077,0.0
766,139,11->23->45->47,309,3022,Rainy,Low,Low,None,11->23->45->47,3,67,Female,India,Solo,High,Relaxation,Train,4,0,0,2,0.39375000000000004,0.26551469813507533,0.9423076923076924,0.25
767,196,20->2->38->34->24->14,181,2456,Snowy,High,Low,None,2->14->20->24->34->38,4,32,Other,USA,Group,Low,Nature,Car,6,2,0,0,0.12708333333333333,0.20587925403013382,0.2692307692307693,0.75
768,47,2->16->18->19->41->35,359,1377,Cloudy,Medium,Medium,None,2->16->18->19->35->41,4,57,Female,Japan,Group,Medium,Food,Train,6,1,1,1,0.4979166666666667,0.09219260351912337,0.7500000000000001,0.75
769,189,26->34->49->3->37,213,5815,Cloudy,Low,Low,None,3->26->34->37->49,5,58,Female,Japan,Friends,Medium,Food,Taxi,5,0,0,1,0.19374999999999998,0.5597934885681172,0.7692307692307693,0.5
770,37,21->9->25->14->1,539,1269,Rainy,High,Medium,Holiday,1->9->14->21->25,5,47,Male,Japan,Family,Low,Shopping,Walk,5,2,1,0,0.8729166666666666,0.08081340217047728,0.5576923076923077,0.5
771,9,48->11->37->38->46->50,583,2260,Snowy,Medium,Low,Holiday,11->37->38->46->48->50,1,53,Female,Japan,Family,High,Shopping,Car,6,1,0,2,0.9645833333333333,0.18522811084185017,0.6730769230769232,0.75
772,123,19->7->39->3->31->44,183,3997,Rainy,Low,High,None,3->7->19->31->39->44,5,25,Other,Germany,Solo,Low,Nature,Bike,6,0,2,0,0.13124999999999998,0.3682435991992413,0.13461538461538464,0.75
773,34,8->36->10->2->11->15,432,9249,Rainy,High,High,None,2->8->10->11->15->36,1,29,Male,China,Friends,High,Shopping,Train,6,2,2,2,0.65,0.9216099462648825,0.21153846153846156,0.75
774,44,18->28->14->2,394,6063,Rainy,Medium,High,Holiday,2->14->18->28,2,43,Female,USA,Friends,High,Relaxation,Taxi,4,1,2,2,0.5708333333333333,0.5859235064798229,0.48076923076923084,0.25
775,102,30->32->35->47->38,282,7313,Rainy,Medium,Medium,Festival,30->32->35->38->47,4,54,Female,China,Group,High,Adventure,Bus,5,1,1,2,0.3375,0.7176272257928564,0.6923076923076924,0.5
776,195,8->41->9->32->27,422,5878,Sunny,Medium,High,Holiday,8->9->27->32->41,4,19,Other,France,Family,Medium,Cultural,Train,5,1,2,1,0.6291666666666667,0.5664313560214941,0.019230769230769273,0.5
777,73,44->50->37,547,7037,Snowy,High,Medium,None,37->44->50,5,41,Female,UK,Friends,High,Nature,Taxi,3,2,1,2,0.8895833333333334,0.6885470445685387,0.4423076923076924,0.0
778,176,5->40->19->3->30->29->17,323,9486,Rainy,Low,Low,Festival,3->5->17->19->29->30->40,4,31,Other,China,Group,High,Relaxation,Taxi,7,0,0,2,0.4229166666666666,0.9465809714466337,0.25,1.0
779,24,44->10->40->24,597,848,Rainy,Medium,Low,Holiday,10->24->40->44,5,67,Female,Japan,Family,Medium,Shopping,Walk,4,1,0,1,0.9937499999999999,0.03645558950584764,0.9423076923076924,0.25
780,6,4->2->31->18->49->20,512,4642,Rainy,High,Medium,None,2->4->18->20->31->49,4,36,Female,UK,Group,Low,Adventure,Bus,6,2,1,0,0.8166666666666667,0.43620271836476665,0.34615384615384615,0.75
781,54,38->12->11,224,5750,Sunny,Medium,Low,None,11->12->38,4,34,Female,Germany,Friends,Medium,Cultural,Train,3,1,0,1,0.21666666666666667,0.5529448951638394,0.3076923076923077,0.0
782,97,27->10->13->35->14,207,4933,Sunny,Medium,High,None,10->13->14->27->35,4,39,Male,Germany,Family,Medium,Nature,Train,5,1,2,1,0.18124999999999997,0.46686334422084086,0.40384615384615385,0.5
783,77,27->49->36->44->13->48->9,414,6226,Snowy,High,High,Holiday,9->13->27->36->44->48->49,1,27,Other,UK,Friends,Low,Shopping,Bike,7,2,2,0,0.6124999999999999,0.6030976714782426,0.17307692307692313,1.0
784,34,47->50->14->7->31->16->35,170,6469,Sunny,Low,Low,Holiday,7->14->16->31->35->47->50,5,29,Male,China,Friends,High,Shopping,Train,7,0,0,2,0.10416666666666669,0.6287008745126963,0.21153846153846156,1.0
785,10,11->34->35,130,7295,Snowy,Medium,Medium,Holiday,11->34->35,3,46,Male,India,Family,High,Food,Train,3,1,1,2,0.020833333333333315,0.7157306922347487,0.5384615384615385,0.0
786,2,48->23->42->37->43->49->28,297,6816,Rainy,Low,High,Holiday,23->28->37->42->43->48->49,2,38,Male,USA,Friends,High,Relaxation,Bike,7,0,2,2,0.36875,0.6652618269939943,0.3846153846153847,1.0
787,177,15->11->7,419,9402,Rainy,Low,Low,Festival,7->11->15,3,57,Other,USA,Group,Low,Nature,Walk,3,0,0,0,0.6229166666666667,0.9377304815087978,0.7500000000000001,0.0
788,161,2->28->40->29->43->46,512,7346,Rainy,High,Low,None,2->28->29->40->43->46,5,25,Male,China,Solo,Medium,Shopping,Car,6,2,0,1,0.8166666666666667,0.7211042039827205,0.13461538461538464,0.75
789,17,20->2->24->5->21,579,5483,Snowy,High,Medium,Holiday,2->5->20->21->24,5,57,Male,UK,Group,Medium,Shopping,Taxi,5,2,1,1,0.95625,0.5248129807185755,0.7500000000000001,0.5
790,86,30->12->27->18,533,938,Rainy,High,Medium,None,12->18->27->30,5,38,Female,USA,Friends,Low,Adventure,Car,4,2,1,0,0.8604166666666666,0.04593825729638605,0.3846153846153847,0.25
791,48,42->50->17,402,8270,Sunny,Low,Low,None,17->42->50,2,25,Male,Germany,Solo,Low,Cultural,Bus,3,0,0,0,0.5875,0.8184595932989147,0.13461538461538464,0.0
792,106,15->24->9->31,373,737,Cloudy,High,High,Festival,9->15->24->31,3,52,Female,India,Group,Low,Adventure,Car,4,2,2,0,0.5270833333333333,0.024760299230850283,0.6538461538461539,0.25
793,110,33->14->26->41->20,241,7298,Snowy,Low,High,Festival,14->20->26->33->41,3,45,Other,Germany,Friends,Low,Food,Car,5,0,2,0,0.2520833333333333,0.7160467811611,0.5192307692307693,0.5
794,185,34->42->10,280,6668,Sunny,Low,High,Festival,10->34->42,5,19,Female,UK,Friends,High,Relaxation,Taxi,3,0,2,2,0.33333333333333337,0.6496681066273312,0.019230769230769273,0.0
795,47,6->13->25->26,520,6848,Snowy,Medium,Medium,None,6->13->25->26,2,57,Female,Japan,Group,Medium,Food,Train,4,1,1,1,0.8333333333333333,0.6686334422084079,0.7500000000000001,0.25
796,168,14->23->41,452,6780,Rainy,Low,Medium,Holiday,14->23->41,3,33,Male,Germany,Group,Low,Adventure,Walk,3,0,1,0,0.6916666666666667,0.661468759877779,0.28846153846153855,0.0
797,124,1->34->46,140,2999,Rainy,High,Low,None,1->34->46,3,18,Male,India,Group,High,Shopping,Bus,3,2,0,2,0.041666666666666685,0.2630913496997155,0.0,0.0
798,73,24->14->27,413,5838,Rainy,High,Medium,Festival,14->24->27,5,41,Female,UK,Friends,High,Nature,Taxi,3,2,1,2,0.6104166666666666,0.562216837003477,0.4423076923076924,0.0
799,150,20->36->19,243,1772,Snowy,Low,High,Holiday,19->20->36,5,51,Female,USA,Solo,Low,Cultural,Bus,3,0,2,0,0.25625,0.13381097882204193,0.6346153846153847,0.0
800,99,48->24->35->25->13->4->9,546,646,Snowy,Medium,Medium,Festival,4->9->13->24->25->35->48,4,35,Other,Japan,Group,High,Food,Taxi,7,1,1,2,0.8875,0.015172268464861444,0.326923076923077,1.0
801,65,7->2->11,228,8145,Rainy,Medium,High,Holiday,2->7->11,4,40,Male,USA,Solo,Low,Relaxation,Taxi,3,1,2,0,0.22499999999999998,0.8052892213676114,0.42307692307692313,0.0
802,92,15->18->7->47->34->4->35,452,8473,Snowy,High,High,None,4->7->15->18->34->35->47,5,31,Male,Japan,Solo,Medium,Shopping,Bike,7,2,2,1,0.6916666666666667,0.8398482773153514,0.25,1.0
803,37,12->32->22->3->44->6->40,314,708,Sunny,High,Medium,Holiday,3->6->12->22->32->40->44,3,47,Male,Japan,Family,Low,Shopping,Walk,7,2,1,0,0.4041666666666667,0.0217047729427879,0.5576923076923077,1.0
804,130,36->5->37,456,1873,Snowy,Medium,Medium,Festival,5->36->37,4,41,Other,India,Friends,Medium,Shopping,Train,3,1,1,1,0.7,0.14445263934253502,0.4423076923076924,0.0
805,172,45->30->48->20->18->42->50,191,1548,Cloudy,Low,Medium,None,18->20->30->42->45->48->50,4,54,Other,China,Group,Low,Relaxation,Bike,7,0,1,0,0.14791666666666664,0.11020967232114634,0.6923076923076924,1.0
806,69,50->3->19->23->14->7,161,3610,Cloudy,Medium,High,Festival,3->7->14->19->23->50,4,56,Other,Japan,Family,Low,Nature,Car,6,1,2,0,0.08541666666666664,0.3274681276999263,0.730769230769231,0.75
807,98,35->1->26->44->32->39,429,1179,Snowy,Low,Low,Holiday,1->26->32->35->39->44,4,26,Other,China,Friends,Low,Nature,Car,6,0,0,0,0.6437499999999999,0.07133073437993888,0.15384615384615385,0.75
808,193,49->39->19->32->14->35->25,477,3341,Sunny,Medium,High,None,14->19->25->32->35->39->49,1,30,Female,UK,Group,Low,Cultural,Bike,7,1,2,0,0.74375,0.29912548730376143,0.23076923076923084,1.0
809,101,50->24->41->16,198,2053,Snowy,Low,Low,Holiday,16->24->41->50,3,44,Male,France,Group,High,Shopping,Walk,4,0,0,2,0.16249999999999998,0.16341797492361185,0.5000000000000001,0.25
810,88,2->37->26->17->35,359,5235,Rainy,High,Medium,Festival,2->17->26->35->37,5,33,Other,Germany,Group,Medium,Nature,Bike,5,2,1,1,0.4979166666666667,0.49868296280686963,0.28846153846153855,0.5
811,16,2->50->47->16->28->3,429,2890,Snowy,Low,High,Holiday,2->3->16->28->47->50,1,32,Male,USA,Friends,Low,Relaxation,Walk,6,0,2,0,0.6437499999999999,0.251606785375619,0.2692307692307693,0.75
812,152,22->20->16,172,1465,Snowy,High,Low,Festival,16->20->22,2,68,Female,USA,Family,Medium,Relaxation,Car,3,2,0,1,0.10833333333333334,0.10146454535876093,0.9615384615384616,0.0
813,186,35->41->4->40->34->23->47,292,4752,Cloudy,High,High,None,4->23->34->35->40->41->47,3,56,Female,China,Family,Low,Shopping,Walk,7,2,2,0,0.3583333333333333,0.44779264566431354,0.730769230769231,1.0
814,93,28->29->10->34->43->8,371,4203,Rainy,Low,Medium,Festival,8->10->28->29->34->43,2,43,Female,Japan,Solo,High,Food,Bike,6,0,1,2,0.5229166666666667,0.38994837214202926,0.48076923076923084,0.75
815,95,6->29->38->49->46->30,123,2010,Sunny,Medium,Medium,Festival,6->29->30->38->46->49,5,42,Male,Japan,Family,Medium,Food,Bike,6,1,1,1,0.006249999999999978,0.1588873669792435,0.46153846153846156,0.75
816,135,32->49->3,141,3715,Cloudy,High,Low,None,3->32->49,3,68,Male,USA,Group,Medium,Shopping,Walk,3,2,0,1,0.04375000000000001,0.338531240122221,0.9615384615384616,0.0
817,192,1->20->39,199,5240,Cloudy,High,Low,Festival,1->20->39,4,47,Female,India,Family,Medium,Shopping,Car,3,2,0,1,0.1645833333333333,0.4992097776841218,0.5576923076923077,0.0
818,44,17->1->44->13,131,2376,Cloudy,Low,Medium,None,1->13->17->44,4,43,Female,USA,Friends,High,Relaxation,Taxi,4,0,1,2,0.02291666666666664,0.19745021599409965,0.48076923076923084,0.25
819,188,30->19->29->38->6->41->17,183,9586,Cloudy,High,High,Festival,6->17->19->29->30->38->41,2,20,Other,India,Group,Medium,Nature,Train,7,2,2,1,0.13124999999999998,0.9571172689916764,0.03846153846153849,1.0
820,51,26->13->20->29->1,316,7861,Cloudy,High,Medium,Festival,1->13->20->26->29,2,38,Female,China,Solo,Medium,Adventure,Taxi,5,2,1,1,0.4083333333333333,0.7753661363396902,0.3846153846153847,0.5
821,160,49->13->45->33->20->23,483,5834,Snowy,Low,Medium,Holiday,13->20->23->33->45->49,1,43,Female,Germany,Friends,Low,Food,Taxi,6,0,1,0,0.7562500000000001,0.5617953851016753,0.48076923076923084,0.75
822,107,11->27->3->31,520,1254,Cloudy,Low,Low,Festival,3->11->27->31,4,39,Female,UK,Family,High,Food,Car,4,0,0,2,0.8333333333333333,0.0792329575387209,0.40384615384615385,0.25
823,37,15->43->13->9->38,397,7852,Cloudy,Medium,Low,Holiday,9->13->15->38->43,3,47,Male,Japan,Family,Low,Shopping,Walk,5,1,0,0,0.5770833333333333,0.7744178695606364,0.5576923076923077,0.5
824,49,38->25->43,358,7601,Sunny,Medium,High,Festival,25->38->43,3,51,Female,China,Friends,High,Cultural,Bus,3,1,2,2,0.49583333333333335,0.7479717627225793,0.6346153846153847,0.0
825,1,16->33->8->46->41->50,232,7478,Sunny,Medium,High,Holiday,8->16->33->41->46->50,2,44,Other,China,Group,Medium,Adventure,Taxi,6,1,2,1,0.23333333333333334,0.7350121167421768,0.5000000000000001,0.75
826,103,34->38->19,236,6185,Snowy,Medium,Medium,Holiday,19->34->38,1,47,Female,USA,Family,Low,Shopping,Walk,3,1,1,0,0.24166666666666664,0.598777789484775,0.5576923076923077,0.0
827,133,7->29->24->37->8->28,221,9760,Snowy,Medium,Medium,None,7->8->24->28->29->37,3,69,Male,USA,Group,Medium,Shopping,Train,6,1,1,1,0.21041666666666664,0.9754504267200507,0.980769230769231,0.75
